id,timestamp,type,value,isSynced
133,2025-05-05 16:50:14.414,steps,2247,
134,2025-05-05 16:50:14.437,steps,2248,
135,2025-05-05 16:50:14.949,steps,2249,
136,2025-05-05 16:50:15.454,steps,2250,
137,2025-05-05 16:50:16.286,steps,2251,
138,2025-05-05 16:50:17.010,steps,2252,
139,2025-05-05 16:50:17.114,heart_rate,65,
140,2025-05-05 16:50:17.534,steps,2253,
141,2025-05-05 16:50:18.109,steps,2254,
142,2025-05-05 16:50:18.573,steps,2255,
143,2025-05-05 16:50:19.230,steps,2256,
144,2025-05-05 16:50:20.013,steps,2257,
145,2025-05-05 16:50:20.579,steps,2258,
146,2025-05-05 16:50:21.312,steps,2259,
147,2025-05-05 16:50:21.901,steps,2260,
148,2025-05-05 16:50:22.621,steps,2261,
149,2025-05-05 16:50:23.201,steps,2262,
150,2025-05-05 16:50:23.764,steps,2263,
151,2025-05-05 16:50:24.209,steps,2264,
152,2025-05-05 16:50:24.780,steps,2265,
153,2025-05-05 16:50:25.240,steps,2266,
154,2025-05-05 16:50:25.587,steps,2267,
155,2025-05-05 16:50:26.023,steps,2268,
156,2025-05-05 16:50:26.386,steps,2269,
157,2025-05-05 16:50:27.028,steps,2270,
158,2025-05-05 16:50:27.129,heart_rate,70,
159,2025-05-05 16:50:27.651,steps,2271,
160,2025-05-05 16:50:28.135,steps,2272,
161,2025-05-05 16:50:28.688,steps,2273,
162,2025-05-05 16:50:29.288,steps,2274,
163,2025-05-05 16:50:30.016,steps,2275,
164,2025-05-05 16:50:30.556,steps,2276,
165,2025-05-05 16:50:31.234,steps,2277,
166,2025-05-05 16:50:32.507,steps,2278,
167,2025-05-05 16:50:37.160,heart_rate,73,
168,2025-05-05 16:51:05.160,heart_rate,74,
169,2025-05-05 16:51:05.302,steps,2282,
170,2025-05-05 16:51:05.304,steps,2282,
171,2025-05-05 16:51:15.211,heart_rate,0,
172,2025-05-05 16:53:24.464,heart_rate,0,
173,2025-05-05 16:53:35.280,heart_rate,93,
174,2025-05-05 16:53:46.019,heart_rate,96,
175,2025-05-05 16:53:56.020,heart_rate,103,
176,2025-05-05 16:54:11.892,heart_rate,100,
177,2025-05-05 16:54:11.952,steps,2311,
178,2025-05-05 16:54:11.957,steps,2311,
179,2025-05-05 16:54:22.046,heart_rate,101,
180,2025-05-05 16:54:57.587,heart_rate,101,
181,2025-05-05 16:55:28.660,heart_rate,110,
182,2025-05-05 16:55:36.218,steps,2337,
183,2025-05-05 16:55:36.847,steps,2338,
184,2025-05-05 16:55:37.298,steps,2339,
185,2025-05-05 16:55:37.964,steps,2341,
186,2025-05-05 16:55:38.681,heart_rate,0,
187,2025-05-05 16:55:39.283,steps,2343,
188,2025-05-05 16:55:39.915,steps,2344,
189,2025-05-05 16:55:40.944,steps,2345,
190,2025-05-05 16:56:00.806,heart_rate,0,
191,2025-05-05 16:56:08.843,steps,2387,
192,2025-05-05 16:56:10.257,steps,2387,
193,2025-05-05 16:56:10.812,heart_rate,101,
194,2025-05-05 16:56:17.621,steps,2397,
195,2025-05-05 16:56:18.583,steps,2397,
196,2025-05-05 16:56:20.846,heart_rate,110,
197,2025-05-05 16:56:31.882,heart_rate,111,
198,2025-05-05 16:56:32.206,steps,2407,
199,2025-05-05 16:56:32.775,steps,2408,
200,2025-05-05 16:56:33.717,steps,2409,
201,2025-05-05 16:56:34.322,steps,2410,
202,2025-05-05 16:58:00.435,heart_rate,110,
203,2025-05-05 16:58:26.528,heart_rate,93,
204,2025-05-05 17:03:44.071,heart_rate,87,
205,2025-05-05 17:05:00.425,heart_rate,0,
206,2025-05-05 17:05:11.415,heart_rate,60,
207,2025-05-05 17:06:00.695,heart_rate,64,
208,2025-05-05 17:06:20.774,heart_rate,74,
209,2025-05-05 17:08:00.324,heart_rate,73,
210,2025-05-05 17:08:19.528,heart_rate,95,
211,2025-05-05 17:09:00.642,heart_rate,91,
212,2025-05-05 17:11:00.289,heart_rate,98,
213,2025-05-05 17:11:11.280,heart_rate,91,
214,2025-05-05 17:11:30.365,heart_rate,94,
215,2025-05-05 17:11:58.555,heart_rate,94,
216,2025-05-05 17:14:00.185,heart_rate,86,
217,2025-05-05 17:14:29.346,heart_rate,92,
218,2025-05-05 17:14:55.443,heart_rate,102,
219,2025-05-05 17:14:58.842,steps,2442,
220,2025-05-05 17:14:59.700,steps,2443,
221,2025-05-05 17:15:00.349,steps,2444,
222,2025-05-05 17:15:05.477,heart_rate,109,
223,2025-05-05 17:15:26.073,steps,2462,
224,2025-05-05 17:15:26.576,heart_rate,110,
225,2025-05-05 17:15:26.823,steps,2463,
226,2025-05-05 17:15:28.792,steps,2464,
227,2025-05-05 17:15:29.576,steps,2465,
228,2025-05-05 17:15:30.458,steps,2467,
229,2025-05-05 17:15:31.440,steps,2468,
230,2025-05-05 17:15:32.862,steps,2469,
231,2025-05-05 17:16:00.744,heart_rate,121,
232,2025-05-05 17:16:54.782,steps,2480,
233,2025-05-05 17:16:54.783,steps,2480,
234,2025-05-05 17:16:55.025,heart_rate,116,
235,2025-05-05 17:17:14.102,heart_rate,118,
236,2025-05-05 17:17:24.140,heart_rate,117,
237,2025-05-05 17:18:00.375,heart_rate,114,
238,2025-05-05 17:18:00.584,steps,2494,
239,2025-05-05 17:18:00.684,steps,2494,
240,2025-05-05 17:18:12.394,heart_rate,118,
241,2025-05-05 17:19:00.712,heart_rate,114,
242,2025-05-05 17:20:08.005,heart_rate,117,
243,2025-05-05 17:20:21.052,heart_rate,0,
244,2025-05-05 17:20:31.091,heart_rate,113,
245,2025-05-05 17:20:45.213,heart_rate,113,
246,2025-05-05 17:20:56.150,heart_rate,113,
247,2025-05-05 17:21:06.163,heart_rate,104,
248,2025-05-05 17:21:16.183,heart_rate,0,
249,2025-05-05 17:21:26.209,heart_rate,105,
250,2025-05-05 17:21:36.218,heart_rate,0,
251,2025-05-05 17:21:46.245,heart_rate,0,
252,2025-05-05 17:22:28.152,steps,2494,
253,2025-05-05 17:22:28.572,heart_rate,0,
254,2025-05-05 17:22:39.610,heart_rate,0,
255,2025-05-05 17:24:57.281,heart_rate,0,
1,2025-05-05 16:43:58.967,steps,2044,
2,2025-05-05 16:43:59.629,heart_rate,88,
3,2025-05-05 16:44:09.654,heart_rate,0,
4,2025-05-05 16:44:11.492,steps,2054,
5,2025-05-05 16:44:12.267,steps,2055,
6,2025-05-05 16:44:12.892,steps,2056,
7,2025-05-05 16:44:13.596,steps,2057,
8,2025-05-05 16:44:14.230,steps,2058,
9,2025-05-05 16:44:14.775,steps,2059,
10,2025-05-05 16:44:15.414,steps,2060,
11,2025-05-05 16:44:17.413,steps,2060,
12,2025-05-05 16:44:18.810,steps,2063,
13,2025-05-05 16:44:19.380,steps,2064,
14,2025-05-05 16:44:19.674,heart_rate,46,
15,2025-05-05 16:44:20.450,steps,2065,
16,2025-05-05 16:44:21.564,steps,2066,
17,2025-05-05 16:44:22.169,steps,2067,
18,2025-05-05 16:44:22.647,steps,2068,
19,2025-05-05 16:44:23.330,steps,2069,
20,2025-05-05 16:44:24.785,steps,2070,
21,2025-05-05 16:44:25.428,steps,2071,
22,2025-05-05 16:44:26.074,steps,2072,
23,2025-05-05 16:44:26.680,steps,2073,
24,2025-05-05 16:44:27.283,steps,2074,
25,2025-05-05 16:44:29.270,steps,2074,
26,2025-05-05 16:44:29.692,heart_rate,60,
27,2025-05-05 16:44:31.329,steps,2077,
28,2025-05-05 16:44:31.950,steps,2078,
29,2025-05-05 16:44:37.889,steps,2084,
30,2025-05-05 16:44:37.911,steps,2085,
31,2025-05-05 16:44:38.638,steps,2086,
32,2025-05-05 16:44:39.700,heart_rate,0,
33,2025-05-05 16:44:40.652,steps,2086,
34,2025-05-05 16:44:42.944,steps,2089,
35,2025-05-05 16:44:43.689,steps,2090,
36,2025-05-05 16:44:44.286,steps,2091,
37,2025-05-05 16:44:44.948,steps,2092,
38,2025-05-05 16:44:45.426,steps,2093,
39,2025-05-05 16:44:46.081,steps,2094,
40,2025-05-05 16:44:46.664,steps,2095,
41,2025-05-05 16:44:47.405,steps,2096,
42,2025-05-05 16:44:48.146,steps,2097,
43,2025-05-05 16:44:49.735,heart_rate,86,
44,2025-05-05 16:44:57.825,steps,2110,
45,2025-05-05 16:44:58.108,steps,2111,
46,2025-05-05 16:44:58.621,steps,2112,
47,2025-05-05 16:44:59.647,steps,2113,
48,2025-05-05 16:44:59.748,heart_rate,89,
49,2025-05-05 16:45:00.146,steps,2114,
50,2025-05-05 16:45:00.824,steps,2115,
51,2025-05-05 16:45:01.140,steps,2116,
52,2025-05-05 16:45:01.991,steps,2118,
53,2025-05-05 16:45:05.118,steps,2122,
54,2025-05-05 16:45:05.144,steps,2124,
55,2025-05-05 16:45:07.154,steps,2124,
56,2025-05-05 16:45:09.772,heart_rate,94,
57,2025-05-05 16:46:04.509,heart_rate,94,
58,2025-05-05 16:46:42.063,heart_rate,85,
59,2025-05-05 16:48:57.487,heart_rate,89,
60,2025-05-05 16:48:57.501,steps,2134,
61,2025-05-05 16:48:57.502,steps,2136,
62,2025-05-05 16:48:57.504,steps,2136,
63,2025-05-05 16:49:03.372,steps,2136,
64,2025-05-05 16:49:04.277,heart_rate,0,
65,2025-05-05 16:49:08.989,steps,2142,
66,2025-05-05 16:49:09.551,steps,2143,
67,2025-05-05 16:49:15.350,steps,2153,
68,2025-05-05 16:49:15.354,steps,2154,
69,2025-05-05 16:49:15.868,steps,2155,
70,2025-05-05 16:49:16.024,heart_rate,0,
71,2025-05-05 16:49:16.558,steps,2156,
72,2025-05-05 16:49:17.131,steps,2157,
73,2025-05-05 16:49:17.732,steps,2158,
74,2025-05-05 16:49:18.367,steps,2159,
75,2025-05-05 16:49:19.304,steps,2160,
76,2025-05-05 16:49:19.791,steps,2161,
77,2025-05-05 16:49:20.452,steps,2162,
78,2025-05-05 16:49:20.976,steps,2163,
79,2025-05-05 16:49:21.395,steps,2164,
80,2025-05-05 16:49:22.091,steps,2165,
81,2025-05-05 16:49:22.627,steps,2166,
82,2025-05-05 16:49:23.357,steps,2167,
83,2025-05-05 16:49:23.925,steps,2168,
84,2025-05-05 16:49:24.464,steps,2169,
85,2025-05-05 16:49:25.045,steps,2170,
86,2025-05-05 16:49:25.660,steps,2171,
87,2025-05-05 16:49:26.051,heart_rate,0,
88,2025-05-05 16:49:26.701,steps,2172,
89,2025-05-05 16:49:27.170,steps,2173,
90,2025-05-05 16:49:27.805,steps,2174,
91,2025-05-05 16:49:34.210,steps,2184,
92,2025-05-05 16:49:35.198,steps,2185,
93,2025-05-05 16:49:35.874,steps,2186,
94,2025-05-05 16:49:36.065,heart_rate,0,
95,2025-05-05 16:49:36.463,steps,2187,
96,2025-05-05 16:49:37.069,steps,2188,
97,2025-05-05 16:49:37.964,steps,2189,
98,2025-05-05 16:49:38.498,steps,2190,
99,2025-05-05 16:49:39.150,steps,2191,
100,2025-05-05 16:49:39.702,steps,2192,
101,2025-05-05 16:49:40.276,steps,2193,
102,2025-05-05 16:49:40.852,steps,2194,
103,2025-05-05 16:49:41.510,steps,2195,
104,2025-05-05 16:49:44.102,steps,2199,
105,2025-05-05 16:49:44.313,steps,2200,
106,2025-05-05 16:49:45.896,steps,2202,
107,2025-05-05 16:49:46.076,heart_rate,0,
108,2025-05-05 16:49:47.392,steps,2203,
109,2025-05-05 16:49:48.007,steps,2204,
110,2025-05-05 16:49:48.510,steps,2205,
111,2025-05-05 16:49:49.104,steps,2206,
112,2025-05-05 16:49:49.667,steps,2207,
113,2025-05-05 16:49:50.942,steps,2208,
114,2025-05-05 16:49:51.546,steps,2209,
115,2025-05-05 16:49:52.165,steps,2210,
116,2025-05-05 16:49:52.747,steps,2211,
117,2025-05-05 16:49:53.224,steps,2212,
118,2025-05-05 16:49:53.884,steps,2213,
119,2025-05-05 16:49:56.109,heart_rate,62,
120,2025-05-05 16:49:59.746,steps,2220,
121,2025-05-05 16:49:59.930,steps,2222,
122,2025-05-05 16:50:00.849,steps,2223,
123,2025-05-05 16:50:02.182,steps,2225,
124,2025-05-05 16:50:02.827,steps,2226,
125,2025-05-05 16:50:03.899,steps,2228,
126,2025-05-05 16:50:04.535,steps,2229,
127,2025-05-05 16:50:05.074,steps,2230,
128,2025-05-05 16:50:05.567,steps,2231,
129,2025-05-05 16:50:06.188,steps,2232,
130,2025-05-05 16:50:06.767,steps,2233,
131,2025-05-05 16:50:07.094,heart_rate,61,
132,2025-05-05 16:50:07.161,steps,2234,
133,2025-05-05 16:50:14.414,steps,2247,
134,2025-05-05 16:50:14.437,steps,2248,
135,2025-05-05 16:50:14.949,steps,2249,
136,2025-05-05 16:50:15.454,steps,2250,
137,2025-05-05 16:50:16.286,steps,2251,
138,2025-05-05 16:50:17.010,steps,2252,
139,2025-05-05 16:50:17.114,heart_rate,65,
140,2025-05-05 16:50:17.534,steps,2253,
141,2025-05-05 16:50:18.109,steps,2254,
142,2025-05-05 16:50:18.573,steps,2255,
143,2025-05-05 16:50:19.230,steps,2256,
144,2025-05-05 16:50:20.013,steps,2257,
145,2025-05-05 16:50:20.579,steps,2258,
146,2025-05-05 16:50:21.312,steps,2259,
147,2025-05-05 16:50:21.901,steps,2260,
148,2025-05-05 16:50:22.621,steps,2261,
149,2025-05-05 16:50:23.201,steps,2262,
150,2025-05-05 16:50:23.764,steps,2263,
151,2025-05-05 16:50:24.209,steps,2264,
152,2025-05-05 16:50:24.780,steps,2265,
153,2025-05-05 16:50:25.240,steps,2266,
154,2025-05-05 16:50:25.587,steps,2267,
155,2025-05-05 16:50:26.023,steps,2268,
156,2025-05-05 16:50:26.386,steps,2269,
157,2025-05-05 16:50:27.028,steps,2270,
158,2025-05-05 16:50:27.129,heart_rate,70,
159,2025-05-05 16:50:27.651,steps,2271,
160,2025-05-05 16:50:28.135,steps,2272,
161,2025-05-05 16:50:28.688,steps,2273,
162,2025-05-05 16:50:29.288,steps,2274,
163,2025-05-05 16:50:30.016,steps,2275,
164,2025-05-05 16:50:30.556,steps,2276,
165,2025-05-05 16:50:31.234,steps,2277,
166,2025-05-05 16:50:32.507,steps,2278,
167,2025-05-05 16:50:37.160,heart_rate,73,
168,2025-05-05 16:51:05.160,heart_rate,74,
169,2025-05-05 16:51:05.302,steps,2282,
170,2025-05-05 16:51:05.304,steps,2282,
171,2025-05-05 16:51:15.211,heart_rate,0,
172,2025-05-05 16:53:24.464,heart_rate,0,
173,2025-05-05 16:53:35.280,heart_rate,93,
174,2025-05-05 16:53:46.019,heart_rate,96,
175,2025-05-05 16:53:56.020,heart_rate,103,
176,2025-05-05 16:54:11.892,heart_rate,100,
177,2025-05-05 16:54:11.952,steps,2311,
178,2025-05-05 16:54:11.957,steps,2311,
179,2025-05-05 16:54:22.046,heart_rate,101,
180,2025-05-05 16:54:57.587,heart_rate,101,
181,2025-05-05 16:55:28.660,heart_rate,110,
182,2025-05-05 16:55:36.218,steps,2337,
183,2025-05-05 16:55:36.847,steps,2338,
184,2025-05-05 16:55:37.298,steps,2339,
185,2025-05-05 16:55:37.964,steps,2341,
186,2025-05-05 16:55:38.681,heart_rate,0,
187,2025-05-05 16:55:39.283,steps,2343,
188,2025-05-05 16:55:39.915,steps,2344,
189,2025-05-05 16:55:40.944,steps,2345,
190,2025-05-05 16:56:00.806,heart_rate,0,
191,2025-05-05 16:56:08.843,steps,2387,
192,2025-05-05 16:56:10.257,steps,2387,
193,2025-05-05 16:56:10.812,heart_rate,101,
194,2025-05-05 16:56:17.621,steps,2397,
195,2025-05-05 16:56:18.583,steps,2397,
196,2025-05-05 16:56:20.846,heart_rate,110,
197,2025-05-05 16:56:31.882,heart_rate,111,
198,2025-05-05 16:56:32.206,steps,2407,
199,2025-05-05 16:56:32.775,steps,2408,
200,2025-05-05 16:56:33.717,steps,2409,
201,2025-05-05 16:56:34.322,steps,2410,
202,2025-05-05 16:58:00.435,heart_rate,110,
203,2025-05-05 16:58:26.528,heart_rate,93,
204,2025-05-05 17:03:44.071,heart_rate,87,
205,2025-05-05 17:05:00.425,heart_rate,0,
206,2025-05-05 17:05:11.415,heart_rate,60,
207,2025-05-05 17:06:00.695,heart_rate,64,
208,2025-05-05 17:06:20.774,heart_rate,74,
209,2025-05-05 17:08:00.324,heart_rate,73,
210,2025-05-05 17:08:19.528,heart_rate,95,
211,2025-05-05 17:09:00.642,heart_rate,91,
212,2025-05-05 17:11:00.289,heart_rate,98,
213,2025-05-05 17:11:11.280,heart_rate,91,
214,2025-05-05 17:11:30.365,heart_rate,94,
215,2025-05-05 17:11:58.555,heart_rate,94,
216,2025-05-05 17:14:00.185,heart_rate,86,
217,2025-05-05 17:14:29.346,heart_rate,92,
218,2025-05-05 17:14:55.443,heart_rate,102,
219,2025-05-05 17:14:58.842,steps,2442,
220,2025-05-05 17:14:59.700,steps,2443,
221,2025-05-05 17:15:00.349,steps,2444,
222,2025-05-05 17:15:05.477,heart_rate,109,
223,2025-05-05 17:15:26.073,steps,2462,
224,2025-05-05 17:15:26.576,heart_rate,110,
225,2025-05-05 17:15:26.823,steps,2463,
226,2025-05-05 17:15:28.792,steps,2464,
227,2025-05-05 17:15:29.576,steps,2465,
228,2025-05-05 17:15:30.458,steps,2467,
229,2025-05-05 17:15:31.440,steps,2468,
230,2025-05-05 17:15:32.862,steps,2469,
231,2025-05-05 17:16:00.744,heart_rate,121,
232,2025-05-05 17:16:54.782,steps,2480,
233,2025-05-05 17:16:54.783,steps,2480,
234,2025-05-05 17:16:55.025,heart_rate,116,
235,2025-05-05 17:17:14.102,heart_rate,118,
236,2025-05-05 17:17:24.140,heart_rate,117,
237,2025-05-05 17:18:00.375,heart_rate,114,
238,2025-05-05 17:18:00.584,steps,2494,
239,2025-05-05 17:18:00.684,steps,2494,
240,2025-05-05 17:18:12.394,heart_rate,118,
241,2025-05-05 17:19:00.712,heart_rate,114,
242,2025-05-05 17:20:08.005,heart_rate,117,
243,2025-05-05 17:20:21.052,heart_rate,0,
244,2025-05-05 17:20:31.091,heart_rate,113,
245,2025-05-05 17:20:45.213,heart_rate,113,
246,2025-05-05 17:20:56.150,heart_rate,113,
247,2025-05-05 17:21:06.163,heart_rate,104,
248,2025-05-05 17:21:16.183,heart_rate,0,
249,2025-05-05 17:21:26.209,heart_rate,105,
250,2025-05-05 17:21:36.218,heart_rate,0,
251,2025-05-05 17:21:46.245,heart_rate,0,
252,2025-05-05 17:22:28.152,steps,2494,
253,2025-05-05 17:22:28.572,heart_rate,0,
254,2025-05-05 17:22:39.610,heart_rate,0,
255,2025-05-05 17:24:57.281,heart_rate,0,
256,2025-05-05 17:28:20.264,heart_rate,0,
257,2025-05-05 17:28:53.060,heart_rate,97,
258,2025-05-05 17:29:12.986,heart_rate,0,
259,2025-05-05 17:29:23.709,heart_rate,100,
260,2025-05-05 17:29:38.050,heart_rate,0,
261,2025-05-05 17:29:48.756,heart_rate,108,
262,2025-05-05 17:29:58.776,heart_rate,103,
263,2025-05-05 17:32:16.431,heart_rate,99,
264,2025-05-05 17:36:23.399,heart_rate,0,
265,2025-05-05 17:36:40.845,steps,2573,
266,2025-05-05 17:36:41.463,heart_rate,96,
267,2025-05-05 17:36:41.988,steps,2573,
268,2025-05-05 17:37:00.586,heart_rate,97,
269,2025-05-05 17:37:10.914,steps,2583,
270,2025-05-05 17:37:11.045,steps,2584,
271,2025-05-05 17:37:11.614,heart_rate,99,
272,2025-05-05 17:37:54.323,steps,2606,
273,2025-05-05 17:37:54.824,steps,2607,
274,2025-05-05 17:37:54.885,heart_rate,97,
275,2025-05-05 17:37:55.474,steps,2608,
276,2025-05-05 17:37:55.987,steps,2609,
277,2025-05-05 17:38:09.922,heart_rate,99,
278,2025-05-05 17:38:10.057,steps,2632,
279,2025-05-05 17:38:10.285,steps,2634,
280,2025-05-05 17:38:11.504,steps,2635,
281,2025-05-05 17:38:12.219,steps,2636,
282,2025-05-05 17:38:13.140,steps,2638,
283,2025-05-05 17:38:14.173,steps,2639,
284,2025-05-05 17:39:00.182,heart_rate,95,
285,2025-05-05 17:40:00.544,heart_rate,99,
286,2025-05-05 17:41:00.850,heart_rate,108,
287,2025-05-05 17:42:16.948,heart_rate,110,
288,2025-05-05 17:42:17.017,steps,3017,
289,2025-05-05 17:42:17.017,steps,3017,
290,2025-05-05 17:42:25.585,steps,3029,
291,2025-05-05 17:42:25.613,steps,3030,
292,2025-05-05 17:42:27.276,heart_rate,102,
293,2025-05-05 17:42:27.480,steps,3030,
294,2025-05-05 17:42:51.932,steps,3070,
295,2025-05-05 17:42:51.990,steps,3071,
296,2025-05-05 17:42:52.396,heart_rate,0,
297,2025-05-05 17:42:53.306,steps,3072,
298,2025-05-05 17:42:53.953,steps,3073,
299,2025-05-05 17:42:54.418,steps,3074,
300,2025-05-05 17:42:55.614,steps,3075,
301,2025-05-05 17:42:56.082,steps,3076,
302,2025-05-05 17:42:56.841,steps,3077,
303,2025-05-05 17:42:58.351,steps,3078,
304,2025-05-05 17:42:59.787,steps,3079,
305,2025-05-05 17:43:01.009,steps,3080,
306,2025-05-05 17:43:04.206,steps,3085,
307,2025-05-05 17:43:04.421,heart_rate,104,
308,2025-05-05 17:43:05.242,steps,3086,
309,2025-05-05 17:43:05.840,steps,3087,
310,2025-05-05 17:43:06.329,steps,3088,
311,2025-05-05 17:44:00.752,heart_rate,105,
312,2025-05-05 17:45:00.130,heart_rate,110,
